Product Name,Price,Ratings,model_name,product_color,product_type,processor_name,processor_brand,ssd_capacity,ram_size,ram_type,graphic_processor,operating_system,screen_resolution,screen_size,Product_Url
"Infinix INBook X2 Plus Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop  (15.6 Inch, Blue, 1.58 Kg)","₹38,990",4.3,XL25,Blue,Thin and Light Laptop,Core i5,Intel,512 GB,16 GB,LPDDR4X,Intel Integrated Iris Xe,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 Inch),https://www.flipkart.com/infinix-inbook-x2-plus-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-xl25-thin-light-laptop/p/itm3235b92460ca6?pid=COMGGQE9YZ7PAQ6N&lid=LSTCOMGGQE9YZ7PAQ6NH66AYM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMGGQE9YZ7PAQ6N.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"ASUS Vivobook 15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X515EA-EJ701WS Thin and Light Laptop  (15.6 inch, Slate Grey, 1.80 Kg, With MS Office)","₹52,990",4.2,X515EA-EJ701WS,Slate Grey,Thin and Light Laptop,Core i7,Intel,512 GB,16 GB,DDR4,Intel Integrated Iris Xe,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 inch),https://www.flipkart.com/asus-vivobook-15-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-x515ea-ej701ws-thin-light-laptop/p/itmb91512fec2b91?pid=COMGJTC4GY5PV8PD&lid=LSTCOMGJTC4GY5PV8PDYU63VL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=en_n%2FLCcl%2FBtKauCVB3gIWVD%2B%2BbkdfbqVrAUdn2BXKUGGCsEZqoi32EfB6KMqXZGmUdiePtTvz37MPhQwIbjG3WDA%3D%3D&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg)","₹21,990",4.1,X415MA-BV011W,Transparent Silver,Thin and Light Laptop,Celeron Dual Core,Intel,256 GB,4 GB,DDR4,Intel Integrated UHD,Windows 11 Home,1366 x 768 Pixel,35.56 cm (14 inch),https://www.flipkart.com/asus-vivobook-14-2021-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-x415ma-bv011w-thin-light-laptop/p/itm8f9bebd99f5c0?pid=COMGBH774UHWUFQF&lid=LSTCOMGBH774UHWUFQFHH2XKA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMGBH774UHWUFQF.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 82K101B6IN|82K101FTIN Gaming Laptop  (39.62 cm, Shadow Black, 2.25 kg)","₹49,990",4.3,15IHU6,Shadow Black,Gaming Laptop,Core i5,Intel,512 GB,8 GB,DDR4,NVIDIA GeForce GTX 1650,Windows 11 Home,1920 x 1080 Pixel,100.63 cm (39.62 cm),https://www.flipkart.com/lenovo-ideapad-gaming-3-intel-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMGFM5BFZHDDB4R.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹51,990",4.3,15s- fr4000TU,Natural Silver,Thin and Light Laptop,Core i5,Intel,512 GB,8 GB,DDR4,Intel Integrated Iris Xe,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 Inch),https://www.flipkart.com/hp-intel-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fr4000tu-thin-light-laptop/p/itm7fbaaf16c90f1?pid=COMGHN4MYVNWWQHG&lid=LSTCOMGHN4MYVNWWQHGPKYJCD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMGHN4MYVNWWQHG.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Laptop  (11.6 Inch, Black, 1.065 Kg, With MS Office)","₹17,990",4.1,Primebook S 4G,Black,Thin and Light Laptop,MediaTek MT8788,MediaTek,No value available,4 GB,LPDDR4,MediaTek Integrated ARM Mali G72,Prime OS,1366 x 768 Pixels,29.46 cm (11.6 Inch),https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-128-gb-emmc-storage-prime-os-thin-light-laptop/p/itm361eee1f998f3?pid=COMGH2NKUSYTW4HN&lid=LSTCOMGH2NKUSYTW4HN4SJNGE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_n%2FLCcl%2FBtKauCVB3gIWVD%2B%2BbkdfbqVrAUdn2BXKUGGBpqzBgjvFBnRCu%2B%2Bfw%2F0LY%2FIJhl9NK8cl7NEvQsIEgUg%3D%3D&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)","₹37,990",4.1,RedmiBook 15 Pro,Charcoal Gray,Thin and Light Laptop,Core i5,Intel,512 GB,8 GB,DDR4,Intel Integrated Iris Xe,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 inch),https://www.flipkart.com/redmibook-pro-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm436427e982703?pid=COMG4Z359A4Z3MFG&lid=LSTCOMG4Z359A4Z3MFGOJQLGB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=FkPickId_6bo%2Fb5g&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMG4Z359A4Z3MFG.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"HP Laptop Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2717TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹38,990",4.2,15s-fq2717TU,Natural Silver,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 Inch),https://www.flipkart.com/hp-laptop-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fq2717tu-thin-light/p/itm2782d44daaebf?pid=COMGHAGNPKH4AR8V&lid=LSTCOMGHAGNPKH4AR8VGHOYNG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMGHAGNPKH4AR8V.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"Lenovo IdeaPad Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15ACH6 Gaming Laptop  (15.6 Inch, Black, 2.25 kg kg)","₹48,990",4.3,Gaming 3,Black,Gaming Laptop,Ryzen 5 Hexa Core,AMD,512 GB,8 GB,DDR4,NVIDIA GeForce GTX 1650,Windows 11 Home,1920x1080 Pixels,39.62 cm (15.6 Inch),https://www.flipkart.com/lenovo-ideapad-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15ach6-gaming-laptop/p/itm5b976fec95d0c?pid=COMGN2YDYPFNZPMY&lid=LSTCOMGN2YDYPFNZPMYSRVJIE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMGN2YDYPFNZPMY.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"HP Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15-fb0121AX Gaming Laptop  (15.6 Inch, Mica Silver, 2.37 Kg, With MS Office)","₹52,990",4.2,15-fb0121AX,Mica Silver,Gaming Laptop,Ryzen 5 Hexa Core,AMD,512 GB,8 GB,DDR4,NVIDIA GeForce GTX 1650,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 Inch),https://www.flipkart.com/hp-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15-fb0121ax-gaming-laptop/p/itm8b6549a032208?pid=COMGZNSBHNFH7HH5&lid=LSTCOMGZNSBHNFH7HH5YE8LUF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=en_n%2FLCcl%2FBtKauCVB3gIWVD%2B%2BbkdfbqVrAUdn2BXKUGGC5NXzFUq8zbHDeu19HMc0XSGrpIMIOTjj3ek%2BkBYEswQ%3D%3D&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"MSI Bravo 15 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 5500M/144 Hz) Bravo 15 B5DD-410IN Gaming Laptop  (15.6 inch, Black, 2.35 kg kg)","₹49,990",4.4,Bravo 15 B5DD,Black,Gaming Laptop,Ryzen 5 Hexa Core,AMD,512 GB,8 GB,DDR4,AMD Radeon RX 5500M,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 inch),https://www.flipkart.com/msi-bravo-15-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx-5500m-144-hz-b5dd-410in-gaming-laptop/p/itm12cedc4da03bc?pid=COMGGHMQVWN6JJGC&lid=LSTCOMGGHMQVWN6JJGCTAUNJV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMGGHMQVWN6JJGC.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Light Laptop  (15.6 Inch, Platinum Grey, 1.7 Kg, With MS Office)","₹33,990",4.2,15ITL05,Platinum Grey,Thin and Light Laptop,Core i3,Intel,256 GB,8 GB,DDR4,Intel Integrated Integrated,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 Inch),https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-15itl05-thin-light-laptop/p/itm409e7356d6162?pid=COMGN29YGMXF5DNH&lid=LSTCOMGN29YGMXF5DNHZKTYJV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMGN29YGMXF5DNH.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS | X515EA-EJ328WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 kg, With MS Office)","₹34,990",4.2,X515EA-EJ322WS | X515EA-EJ328WS,Transparent Silver,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 Inch),https://www.flipkart.com/asus-vivobook-15-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-x515ea-ej322ws-x515ea-ej328ws-thin-light-laptop/p/itmaafbc240a8774?pid=COMGA5TUCZAV4HGH&lid=LSTCOMGA5TUCZAV4HGHWM8PS0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMGA5TUCZAV4HGH.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"ASUS Vivobook 14 Touchscreen Intel P-Series Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-MW312WS Thin and Light Laptop  (14 Inch, Icelight Silver, 1.50 kg, With MS Office)","₹45,990",4.2,X1402ZA-MW312WS,Icelight Silver,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD,Windows 11 Home,1920 x 1080 Pixel,35.56 cm (14 Inch),https://www.flipkart.com/asus-vivobook-14-touchscreen-intel-p-series-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-x1402za-mw312ws-thin-light-laptop/p/itme1ee0d5379b20?pid=COMGHF6JJ2DGQX6Z&lid=LSTCOMGHF6JJ2DGQX6ZURKAOH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=en_n%2FLCcl%2FBtKauCVB3gIWVD%2B%2BbkdfbqVrAUdn2BXKUGGBnxGh2dG5z6%2FPa61S46XGbxjy%2BahTTPvly8V4%2FKwRQ8g%3D%3D&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"ASUS Vivobook K15 OLED Ryzen 5 Hexa Core AMD R5-5500U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L512WS Thin and Light Laptop  (15.6 Inch, Black, 1.80 kg, With MS Office)","₹46,990",4.4,KM513UA-L512WS,Black,Thin and Light Laptop,Ryzen 5 Hexa Core,AMD,512 GB,16 GB,DDR4,AMD Radeon AMD,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 Inch),https://www.flipkart.com/asus-vivobook-k15-oled-ryzen-5-hexa-core-amd-r5-5500u-16-gb-512-gb-ssd-windows-11-home-km513ua-l512ws-thin-light-laptop/p/itma40e1d9d1a424?pid=COMGHF6JY8NYFVHC&lid=LSTCOMGHF6JY8NYFVHCTT2RHW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMGHF6JY8NYFVHC.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"Lenovo Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 81WQ00MQIN|81WQ00NXIN Laptop  (15.6 Inch, Platinum Grey, 1.7 Kg, With MS Office)","₹30,500",4.1,15IGL05,Platinum Grey,Laptop,Celeron Dual Core,Intel,256 GB,8 GB,DDR4,Intel Integrated UHD Graphics 600,Windows 11 Home,1366 x 768 Pixels,39.62 cm (15.6 Inch),https://www.flipkart.com/lenovo-intel-celeron-dual-core-8-gb-256-gb-ssd-windows-11-home-81wq00mqin-81wq00nxin-laptop/p/itm2560cd9192f02?pid=COMGDMXVJJB2HGMY&lid=LSTCOMGDMXVJJB2HGMYIKL5R6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMGDMXVJJB2HGMY.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 Kg, With MS Office)","₹54,990",4.2,15s-fq4021TU,Natural Silver,Thin and Light Laptop,Core i5,Intel,512 GB,8 GB,DDR4,Intel Integrated Iris Xe,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 inch),https://www.flipkart.com/hp-15s-intel-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fq5111tu-thin-light-laptop/p/itmbecf654716fd5?pid=COMGG63HGDTFCCGW&lid=LSTCOMGG63HGDTFCCGWLETTA9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMGG63HGDTFCCGW.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"ASUS VivoBook 14 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X415EA-EB572WS Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg, With MS Office)","₹52,990",4.2,X415EA-EB572WS,Transparent Silver,Thin and Light Laptop,Core i5,Intel,256 GB,8 GB,DDR4,Intel Integrated Iris Xe,Windows 11 Home,1920 x 1080 Pixel,35.56 cm (14 inch),https://www.flipkart.com/asus-vivobook-14-2022-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-x415ea-eb572ws-thin-light-laptop/p/itmb5466ba5e4034?pid=COMGBF3SMFHGDVFX&lid=LSTCOMGBF3SMFHGDVFX5XX7ME&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=en_n%2FLCcl%2FBtKauCVB3gIWVD%2B%2BbkdfbqVrAUdn2BXKUGGAsEkVCVqKxnTXwFMGgfSfNanm4plghkHxZ48UpbV6TGA%3D%3D&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"HP 15s Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5007TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 kg, With MS Office)","₹43,490",4.2,15s-fq5007TU,Natural Silver,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD,Windows 11 Home,1920 x 1080 Pixels,39.62 cm (15.6 Inch),https://www.flipkart.com/hp-15s-intel-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fq5007tu-thin-light-laptop/p/itm559f5c880dc4a?pid=COMGKW2NSU4SPZSG&lid=LSTCOMGKW2NSU4SPZSGEOIPKZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_iMShKSgvlx9nEhwUYfqLKSiHhlzdHm2j3umzRYoGkIUx3otEfzrydU5Z6cNa98dQmvYMzDI5G6qwzwkgBnE3ig%3D%3D&ppt=None&ppn=None&ssid=bwe2iteki80000001683143329505&qH=c06ea84a1e3dc3c6
"HP Envy x360 Creator Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360-bf0121TU Thin and Light Laptop  (13.4 Inch, Natural Silver, 1.32 Kg, With MS Office)","₹83,990",4.7,x360-bf0121TU,Natural Silver,Thin and Light Laptop,Core i5,Intel,512 GB,16 GB,LPDDR4X,Intel Integrated Iris Xe,Windows 11 Home,1920 x 1200 Pixel,34.04 cm (13.4 Inch),https://www.flipkart.com/hp-envy-x360-creator-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-x360-bf0121tu-thin-light-laptop/p/itm4700fb37b6df3?pid=COMGH47NWT4HZFYP&lid=LSTCOMGH47NWT4HZFYPJT5O1U&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_iMShKSgvlx9nEhwUYfqLKSiHhlzdHm2j3umzRYoGkIX4KKVw04G0bds8dGGQrTKr%2B1qoeAqhjXdiBk6qgmk8Yw%3D%3D&ppt=None&ppn=None&ssid=bwe2iteki80000001683143329505&qH=c06ea84a1e3dc3c6
"realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop  (14 inch, Real Blue, 1.38 kg)","₹32,990",4.4,RMNB1001,Real Blue,Thin and Light Laptop,Core i3,Intel,256 GB,8 GB,DDR4,Intel Integrated UHD,Windows 10 Home,2160 x 1440 Pixel,35.56 cm (14 inch),https://www.flipkart.com/realme-book-slim-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-rmnb1001-thin-light-laptop/p/itm7109ffde0b2cc?pid=COMG5YDPYEB7ZAKK&lid=LSTCOMG5YDPYEB7ZAKKVEOVUY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=b66d724e-cc57-49d5-ab17-480c7fc080a8.COMG5YDPYEB7ZAKK.SEARCH&ppt=None&ppn=None&ssid=bwe2iteki80000001683143329505&qH=c06ea84a1e3dc3c6
"HP 14s Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy2508TU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)","₹37,490",4.3,14s - dy2508TU,Natural Silver,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD,Windows 11 Home,1920 x 1080 Pixel,35.56 cm (14 inch),https://www.flipkart.com/hp-14s-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-dy2508tu-thin-light-laptop/p/itm49f4531237a12?pid=COMGGTT4VFWG3FFM&lid=LSTCOMGGTT4VFWG3FFMB7VNLU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=b66d724e-cc57-49d5-ab17-480c7fc080a8.COMGGTT4VFWG3FFM.SEARCH&ppt=None&ppn=None&ssid=bwe2iteki80000001683143329505&qH=c06ea84a1e3dc3c6
"realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop  (14 inch, Real Gray, 1.38 kg)","₹32,990",4.4,RMNB1001,Real Gray,Thin and Light Laptop,Core i3,Intel,256 GB,8 GB,DDR4,Intel Integrated UHD,Windows 10 Home,2160 x 1440 Pixel,35.56 cm (14 inch),https://www.flipkart.com/realme-book-slim-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-rmnb1001-thin-light-laptop/p/itm63278eae4e867?pid=COMG5YDPE6KHFFK6&lid=LSTCOMG5YDPE6KHFFK6TDC2UE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=b66d724e-cc57-49d5-ab17-480c7fc080a8.COMG5YDPE6KHFFK6.SEARCH&ppt=None&ppn=None&ssid=bwe2iteki80000001683143329505&qH=c06ea84a1e3dc3c6
"APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A  (13.3 inch, Space Grey, 1.29 kg)","₹82,900",4.7,No value available,Space Grey,Thin and Light Laptop,M1,Apple,256 GB,8 GB,DDR4,NA,Mac OS Big Sur,2560 x 1600 Pixel,33.78 cm (13.3 inch),https://www.flipkart.com/apple-2020-macbook-air-m1-8-gb-256-gb-ssd-mac-os-big-sur-mgn63hn-a/p/itmde54f026889ce?pid=COMFXEKMGNHZYFH9&lid=LSTCOMFXEKMGNHZYFH9P56X45&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=b66d724e-cc57-49d5-ab17-480c7fc080a8.COMFXEKMGNHZYFH9.SEARCH&ppt=None&ppn=None&ssid=bwe2iteki80000001683143329505&qH=c06ea84a1e3dc3c6
"ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg)","₹21,990",4.1,X415MA-BV011W,Transparent Silver,Thin and Light Laptop,Celeron Dual Core,Intel,256 GB,4 GB,DDR4,Intel Integrated UHD,Windows 11 Home,1366 x 768 Pixel,35.56 cm (14 inch),https://www.flipkart.com/asus-vivobook-14-2021-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-x415ma-bv011w-thin-light-laptop/p/itm8f9bebd99f5c0?pid=COMGBH774UHWUFQF&lid=LSTCOMGBH774UHWUFQFHH2XKA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=b66d724e-cc57-49d5-ab17-480c7fc080a8.COMGBH774UHWUFQF.SEARCH&ppt=None&ppn=None&ssid=bwe2iteki80000001683143329505&qH=c06ea84a1e3dc3c6
"ASUS Vivobook 15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X515EA-EJ701WS Thin and Light Laptop  (15.6 inch, Slate Grey, 1.80 Kg, With MS Office)","₹52,990",4.2,X515EA-EJ701WS,Slate Grey,Thin and Light Laptop,Core i7,Intel,512 GB,16 GB,DDR4,Intel Integrated Iris Xe,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 inch),https://www.flipkart.com/asus-vivobook-15-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-x515ea-ej701ws-thin-light-laptop/p/itmb91512fec2b91?pid=COMGJTC4GY5PV8PD&lid=LSTCOMGJTC4GY5PV8PDYU63VL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=en_iMShKSgvlx9nEhwUYfqLKSiHhlzdHm2j3umzRYoGkIXB7PyX3mh%2B%2BCQNU1X9lPHoiePtTvz37MPhQwIbjG3WDA%3D%3D&ppt=None&ppn=None&ssid=bwe2iteki80000001683143329505&qH=c06ea84a1e3dc3c6
