Product Name,Price,Ratings,Model Name,Supported Apps,Operating Systems,Display Size,Screen Type,Color,Storage Memory,Ram Storage,Number of Cores,Processor,Resolutions,System Language,Power Requirement,Refresh Rates,Sound Output,Product_Url
Vu Premium TV 108 cm (43 inch) Full HD LED Smart Android TV  (43GA-Android),"₹18,550",4.1,43GA-Android, Netflix|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),108 cm (43 inch),LED,Black,No value available,No value available,4,Quad Core Processor,"Full HD, 1920 x 1080",English,"AC 100 - 240 V, 50/60 Hz",60 Hz,24 W,https://www.flipkart.com/vu-premium-tv-108-cm-43-inch-full-hd-led-smart-android/p/itm2d388116b1903?pid=TVSGKZRWHMGF952P&lid=LSTTVSGKZRWHMGF952PSRH37M&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=3b6ff732-fff2-444a-99b6-a87a4d0e520f.TVSGKZRWHMGF952P.SEARCH&ppt=None&ppn=None&ssid=kker3kig4g0000001682786112824&qH=080099968ecb406f
Coocaa Frameless 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with HDR 12 Dolby Audio and Eye care technology  (65Y72),"₹49,999",4.4,65Y72, Netflix|Disney+Hotstar|Youtube,Google TV,164 cm (65 inch),LED,Black,16 GB,No value available,4,Quad Core Cortex-A53 x 4 64bit,"Ultra HD (4K), 3840 x 2160",No value available,"AC 100 - 240 V, 50/60 Hz",60 Hz,30 W,https://www.flipkart.com/coocaa-frameless-164-cm-65-inch-ultra-hd-4k-led-smart-google-tv-hdr-12-dolby-audio-eye-care-technology/p/itme55c0f56fc7b3?pid=TVSGGJSNAXSY6H29&lid=LSTTVSGGJSNAXSY6H29NTV63F&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=en_M%2BYu1fdfWTvPBnLYjXbCahMB8Phmq9No6tiZEn9CD39Sxn2ome1HbU6vYs2nd9mckGOO6uEKCOpmEoPJzYRZ%2Fw%3D%3D&ppt=None&ppn=None&ssid=kker3kig4g0000001682786112824&qH=080099968ecb406f
SAMSUNG Crystal 4K Neo Series 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV with (Black) (2022 Model)  (UA43AUE65AKXXL),"₹31,999",4.4,UA43AUE65AKXXL, Netflix|Prime Video|Disney+Hotstar|Youtube,Tizen,108 cm (43 inch),LED,Black,8 GB,1.5,No value available,Crystal Processor 4K,"Ultra HD (4K), Crystal 4K FE UHD (3840 x 2160)",No value available,"AC 220 - 240 V, 50/60 Hz",50 Hz,20 W,https://www.flipkart.com/samsung-crystal-4k-neo-series-108-cm-43-inch-ultra-hd-4k-led-smart-tizen-tv-black-2022-model/p/itma076c4dd16aa4?pid=TVSGEAGP9GXWCHCX&lid=LSTTVSGEAGP9GXWCHCXSVNDV5&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=3b6ff732-fff2-444a-99b6-a87a4d0e520f.TVSGEAGP9GXWCHCX.SEARCH&ppt=None&ppn=None&ssid=kker3kig4g0000001682786112824&qH=080099968ecb406f
SENS 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Audio & Google Assistant  (SENS32WASHD),"₹7,999",4.1,SENS32WASHD, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,Black,No value available,No value available,4,CA53 Quad Core,"HD Ready, 1280 x 720",English,"AC 110 - 240 V, 50/60 Hz",60 Hz,20 W,https://www.flipkart.com/sens-80-cm-32-inch-hd-ready-led-smart-android-tv-dolby-audio-google-assistant/p/itm9340589d4f56d?pid=TVSGHY2BHWNJ7JHG&lid=LSTTVSGHY2BHWNJ7JHGV04LJU&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=3b6ff732-fff2-444a-99b6-a87a4d0e520f.TVSGHY2BHWNJ7JHG.SEARCH&ppt=None&ppn=None&ssid=kker3kig4g0000001682786112824&qH=080099968ecb406f
SENS 80 cm (32 inch) HD Ready LED Smart Linux TV with Dolby Audio  (32WCSHD),"₹6,999",4.1,32WCSHD, Youtube,Linux,80 cm (32 inch),LED,Black,No value available,No value available,4,Mali G31,"HD Ready, 1366 x 768",English,"AC 110 - 240 V, 50/60 Hz",60 Hz,20 W,https://www.flipkart.com/sens-80-cm-32-inch-hd-ready-led-smart-linux-tv-dolby-audio/p/itm42bfcb2db2495?pid=TVSGHY2BCKSKB5QF&lid=LSTTVSGHY2BCKSKB5QFJ7HUWT&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=3b6ff732-fff2-444a-99b6-a87a4d0e520f.TVSGHY2BCKSKB5QF.SEARCH&ppt=None&ppn=None&ssid=kker3kig4g0000001682786112824&qH=080099968ecb406f
Coocaa Frameless 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with HDR 11 Dolby Audio and Eye care technology  (55Y72),"₹32,999",4.4,55Y72, Netflix|Disney+Hotstar|Youtube,Google TV,138 cm (55 inch),LED,Black,16 GB,2 GB,4,Quad Core Cortex-A53 x 4 64bit,"Ultra HD (4K), 3840 x 2160",No value available,"AC 100 - 240 V, 50/60 Hz",60 Hz,30 W,https://www.flipkart.com/coocaa-frameless-138-cm-55-inch-ultra-hd-4k-led-smart-google-tv-hdr-11-dolby-audio-eye-care-technology/p/itm1e8d4b3aa1329?pid=TVSGFPFB5FH9MFSF&lid=LSTTVSGFPFB5FH9MFSFEXJZRQ&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=en_M%2BYu1fdfWTvPBnLYjXbCahMB8Phmq9No6tiZEn9CD3%2B7MqaF4fgjndgV4G53hwt%2FOJeYAcAX3GdCrdxubRarmw%3D%3D&ppt=None&ppn=None&ssid=kker3kig4g0000001682786112824&qH=080099968ecb406f
OnePlus Y1S 108 cm (43 inch) Full HD LED Smart Android TV with Android 11 and Bezel-Less Frame  (43FD2A00),"₹22,719",4.3,43FD2A00, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),108 cm (43 inch),LED,Black,8 GB,1G,4,MT9216,"Full HD, 1920 x 1080",No value available,AC 100 - 240 V,60 Hz,20 W,https://www.flipkart.com/oneplus-y1s-108-cm-43-inch-full-hd-led-smart-android-tv-11-bezel-less-frame/p/itm178846d2e1567?pid=TVSGAXEVSNT3HBQA&lid=LSTTVSGAXEVSNT3HBQA27QSBA&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSGAXEVSNT3HBQA.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV  (32LM565BPTA),"₹14,190",4.4,32LM565BPTA, Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,80 cm (32 inch),LED,Ceramic Black,4 GB,1 GB,4,No value available,"HD Ready, 1366 x 768",No value available,"AC 100 - 240 V, 50/60 Hz",50 Hz,10 W,https://www.flipkart.com/lg-80-cm-32-inch-hd-ready-led-smart-webos-tv/p/itm6207e6d122567?pid=TVSFTW4CSRW8PGDQ&lid=LSTTVSFTW4CSRW8PGDQSZQIO6&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&spotlightTagId=FkPickId_ckf%2Fczl&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSFTW4CSRW8PGDQ.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
SAMSUNG 80 cm (32 Inch) HD Ready LED Smart Tizen TV with 2022 Model  (UA32T4380AKXXL),"₹13,990",4.4,UA32T4380AKXXL, Netflix|Prime Video|Disney+Hotstar|Youtube,Tizen,80 cm (32 Inch),LED,Black,No value available,1.5,No value available,No value available,"HD Ready, 1366 x 768",No value available,"AC 220 - 240 V, 50/60 Hz",50 Hz,20 W,https://www.flipkart.com/samsung-80-cm-32-inch-hd-ready-led-smart-tizen-tv-2022-model/p/itm3c07ddc2dd25d?pid=TVSGHY2UZA9YHWQN&lid=LSTTVSGHY2UZA9YHWQNCPAW6M&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&spotlightTagId=BestsellerId_ckf%2Fczl&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSGHY2UZA9YHWQN.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
Mi 5A 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Audio (2022 Model),"₹13,999",4.4,L32M7-5AIN, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,Black,8 GB,1 GB,No value available,Cortex A35 64-bit Quad Core,"HD Ready, 1366 x 768",English,"AC 100 - 240 V, 50/60 Hz",60 Hz,20 W,https://www.flipkart.com/mi-5a-80-cm-32-inch-hd-ready-led-smart-android-tv-dolby-audio-2022-model/p/itm98501ffa297ba?pid=TVSGD5CS2SDUUZGN&lid=LSTTVSGD5CS2SDUUZGNPVJDFV&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&spotlightTagId=BestsellerId_ckf%2Fczl&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSGD5CS2SDUUZGN.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
realme 80 cm (32 inch) HD Ready LED Smart Android TV  (TV 32),"₹11,999",4.3,TV 32, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,Black,8 GB,1 GB,4,MediaTek Quad core 6883,"HD Ready, 1366 x 768","English, Hindi",90 - 240 V,60 Hz,24 W,https://www.flipkart.com/realme-80-cm-32-inch-hd-ready-led-smart-android-tv/p/itm56d1cf16da75b?pid=TVSFRTJQTZVKTF6Y&lid=LSTTVSFRTJQTZVKTF6YTYQNP6&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSFRTJQTZVKTF6Y.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
Infinix Y1 80 cm (32 inch) HD Ready LED Smart Linux TV with Wall Mount  (32Y1),"₹8,329",4.2,32Y1, Prime Video|Youtube,Linux,80 cm (32 inch),LED,Black,4 GB,NA,4,Quad Core Processor,"HD Ready, 1366 x 768",No value available,AC 100 - 240 V,60 Hz,20 W,https://www.flipkart.com/infinix-y1-80-cm-32-inch-hd-ready-led-smart-linux-tv-wall-mount/p/itme5476ca89d1b0?pid=TVSGFGF34GMTB9KF&lid=LSTTVSGFGF34GMTB9KFF9JZPY&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&spotlightTagId=BestsellerId_ckf%2Fczl&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSGFGF34GMTB9KF.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
Thomson Alpha 80 cm (32 inch) HD Ready LED Smart Linux TV with 30 W Sound Output & Bezel-Less Design  (32Alpha007BL),"₹7,949",4.4,32Alpha007BL, Prime Video|Youtube,Linux,80 cm (32 inch),LED,Black,4 GB,512 MB,No value available,Quad Core Processor-A35 x 4,"HD Ready, 1366 x 768","English, Hindi","AC 100 - 240 V, 50/60 Hz",60 Hz,30 W,https://www.flipkart.com/thomson-alpha-80-cm-32-inch-hd-ready-led-smart-linux-tv-30-w-sound-output-bezel-less-design/p/itm0e90bcdadb9c9?pid=TVSGEMQV7R4CMTGA&lid=LSTTVSGEMQV7R4CMTGAODWDFI&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSGEMQV7R4CMTGA.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
OnePlus Y1 100 cm (40 inch) Full HD LED Smart Android TV with Dolby Audio  (40FA1A00/40FA1A00_V1),"₹19,879",4.3,40FA1A00/40FA1A00_V1, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),100 cm (40 inch),LED,Black,8 GB,1G,4,Cortex-A53 x 4,"Full HD, 1920 x 1080","English, Hindi","AC 100 - 240 V, 50/60 Hz",60 Hz,20 W,https://www.flipkart.com/oneplus-y1-100-cm-40-inch-full-hd-led-smart-android-tv-dolby-audio/p/itm56416c21fbb28?pid=TVSG25MMGB8NKFD8&lid=LSTTVSG25MMGB8NKFD8MWAMJF&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSG25MMGB8NKFD8.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
Sansui 80 cm (32 inch) HD Ready LED Smart Android TV with Android 11 (Midnight Black)  (JSW32ASHD),"₹10,999",4.2,JSW32ASHD, Netflix|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,No value available,8,1,4,CA53,"HD Ready, 1366 x 768",No value available,"AC 100 - 240 V, 50/60 HZ",60 Hz,20W,https://www.flipkart.com/sansui-80-cm-32-inch-hd-ready-led-smart-android-tv-11-midnight-black/p/itm038eb70861a01?pid=TVSGYGQW3RZPMEVT&lid=LSTTVSGYGQW3RZPMEVTTQHQIM&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSGYGQW3RZPMEVT.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
OnePlus Y1S 80 cm (32 inch) HD Ready LED Smart Android TV with Android 11 and Bezel-Less Frame  (32HD2A00),"₹14,959",4.3,32HD2A00, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,Black,8 GB,1G,4,MT9216,"HD Ready, 1366 x 768",No value available,AC 100 - 240 V,60 Hz,20 W,https://www.flipkart.com/oneplus-y1s-80-cm-32-inch-hd-ready-led-smart-android-tv-11-bezel-less-frame/p/itm0a39edd7df236?pid=TVSGAXEVXNG9YBUM&lid=LSTTVSGAXEVXNG9YBUMLGWYAS&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSGAXEVXNG9YBUM.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
realme 100.3 cm (40 inch) Full HD LED Smart Android TV with Android 11 - 2022 Model  (RMV2107),"₹18,499",4.3,RMV2107, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),100.3 cm (40 inch),LED,Black,8 GB,1 GB,4,Quad Core ARM Cortex-A55,"Full HD, 1920 x 1080","English, Hindi",AC 90 - 240 V,60 Hz,24 W,https://www.flipkart.com/realme-100-3-cm-40-inch-full-hd-led-smart-android-tv-11-2022-model/p/itmfbee9155488c1?pid=TVSGDC5CN7XP3KNE&lid=LSTTVSGDC5CN7XP3KNEIEAWVG&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSGDC5CN7XP3KNE.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
OnePlus Y1 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Audio  (32HA0A00),"₹14,199",4.3,32HA0A00, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,Black,8 GB,1 GB,4,MTK 6683,"HD Ready, 1366 x 768",No value available,AC 100 - 240 V,60 Hz,20 W,https://www.flipkart.com/oneplus-y1-80-cm-32-inch-hd-ready-led-smart-android-tv-dolby-audio/p/itme650a6bb8cee3?pid=TVSFVWD2ENXYGEJY&lid=LSTTVSFVWD2ENXYGEJYBNWSST&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSFVWD2ENXYGEJY.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
Vu Premium TV 108 cm (43 inch) Full HD LED Smart Android TV  (43GA-Android),"₹18,550",4.1,43GA-Android, Netflix|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),108 cm (43 inch),LED,Black,No value available,No value available,4,Quad Core Processor,"Full HD, 1920 x 1080",English,"AC 100 - 240 V, 50/60 Hz",60 Hz,24 W,https://www.flipkart.com/vu-premium-tv-108-cm-43-inch-full-hd-led-smart-android/p/itm2d388116b1903?pid=TVSGKZRWHMGF952P&lid=LSTTVSGKZRWHMGF952PSRH37M&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSGKZRWHMGF952P.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
"acer I Series 80 cm (32 inch) HD Ready LED Smart Android TV with Android 11, 1.5GB RAM (2022 Model)  (AR32AR2841HDFL)","₹11,999",4.4,AR32AR2841HDFL, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,Black,8 GB,1.5 GB,4,Quad Core Cortex-A55 x 4 64bit,"HD Ready, 1366 x 768",English,"AC 100 - 240 V, 50/60 Hz",60 Hz,24 W,https://www.flipkart.com/acer-series-80-cm-32-inch-hd-ready-led-smart-android-tv-11-1-5gb-ram-2022-model/p/itm5767c4e3d5359?pid=TVSGEYD98YRZGSRU&lid=LSTTVSGEYD98YRZGSRUPETPT6&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSGEYD98YRZGSRU.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
realme 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Handsfree Voice Search and Dolby Vision & Atmos  (RMV2004),"₹24,999",4.3,RMV2004, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),108 cm (43 inch),LED,Black,16 GB,2 GB,4,A53 x 4-1.5 GHz,"Ultra HD (4K), 3840 x 2160",No value available,"AC 100 - 240 V, 50 Hz",60 Hz,24 W,https://www.flipkart.com/realme-108-cm-43-inch-ultra-hd-4k-led-smart-android-tv-handsfree-voice-search-dolby-vision-atmos/p/itm961db6696ab0a?pid=TVSG2B4AKVHCUJ8P&lid=LSTTVSG2B4AKVHCUJ8PS6UETB&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSG2B4AKVHCUJ8P.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
KODAK 7XPRO Series 80 cm (32 inch) HD Ready LED Smart Android TV  (32HDX7XPRO),"₹8,999",4.4,32HDX7XPRO, Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,Black,8 GB,1 GB,4,ARM Cortex-A53,"HD Ready, 1366 x 768",No value available,"AC 100 - 240 V, 50/60 Hz",60 Hz,24 W,https://www.flipkart.com/kodak-7xpro-series-80-cm-32-inch-hd-ready-led-smart-android-tv/p/itm9bf52b610ff2b?pid=TVSFUYG8H8NZCGBB&lid=LSTTVSFUYG8H8NZCGBBZRZ2VA&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSFUYG8H8NZCGBB.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
SENS 80 cm (32 inch) HD Ready LED Smart Linux TV with Dolby Audio  (32WCSHD),"₹6,999",4.1,32WCSHD, Youtube,Linux,80 cm (32 inch),LED,Black,No value available,No value available,4,Mali G31,"HD Ready, 1366 x 768",English,"AC 110 - 240 V, 50/60 Hz",60 Hz,20 W,https://www.flipkart.com/sens-80-cm-32-inch-hd-ready-led-smart-linux-tv-dolby-audio/p/itm42bfcb2db2495?pid=TVSGHY2BCKSKB5QF&lid=LSTTVSGHY2BCKSKB5QFJ7HUWT&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSGHY2BCKSKB5QF.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
SENS 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Audio & Google Assistant  (SENS32WASHD),"₹7,999",4.1,SENS32WASHD, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,Black,No value available,No value available,4,CA53 Quad Core,"HD Ready, 1280 x 720",English,"AC 110 - 240 V, 50/60 Hz",60 Hz,20 W,https://www.flipkart.com/sens-80-cm-32-inch-hd-ready-led-smart-android-tv-dolby-audio-google-assistant/p/itm9340589d4f56d?pid=TVSGHY2BHWNJ7JHG&lid=LSTTVSGHY2BHWNJ7JHGV04LJU&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSGHY2BHWNJ7JHG.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
SAMSUNG Crystal 4K Neo Series 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV with (Black) (2022 Model)  (UA43AUE65AKXXL),"₹31,999",4.4,UA43AUE65AKXXL, Netflix|Prime Video|Disney+Hotstar|Youtube,Tizen,108 cm (43 inch),LED,Black,8 GB,1.5,No value available,Crystal Processor 4K,"Ultra HD (4K), Crystal 4K FE UHD (3840 x 2160)",No value available,"AC 220 - 240 V, 50/60 Hz",50 Hz,20 W,https://www.flipkart.com/samsung-crystal-4k-neo-series-108-cm-43-inch-ultra-hd-4k-led-smart-tizen-tv-black-2022-model/p/itma076c4dd16aa4?pid=TVSGEAGP9GXWCHCX&lid=LSTTVSGEAGP9GXWCHCXSVNDV5&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSGEAGP9GXWCHCX.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
iFFALCON by TCL U62 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Bezel-Less Design and Dolby Audio  (iFF43U62),"₹20,999",4.3,iFF43U62, Netflix|Prime Video|Disney+Hotstar|Youtube,Google TV,108 cm (43 inch),LED,No value available,16 GB,2 GB,No value available,No value available,"Ultra HD (4K), 3840 x 2160",English,AC 100 - 240 V,60 Hz,24 W,https://www.flipkart.com/iffalcon-tcl-u62-108-cm-43-inch-ultra-hd-4k-led-smart-google-tv-bezel-less-design-dolby-audio/p/itm09fd15fcb7ee8?pid=TVSGGJTQPTRDFDGX&lid=LSTTVSGGJTQPTRDFDGXEORYEG&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSGGJTQPTRDFDGX.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
Vu GloLED 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with DJ Subwoofer 84W  (43GloLED),"₹27,999",4.5,43GloLED, Netflix|Prime Video|Disney+Hotstar|Youtube,Google TV,108 cm (43 inch),LED,Grey,No value available,No value available,4,No value available,"Ultra HD (4K), 3840 x 2160",English,"AC 100 - 240 V, 50 Hz",60 Hz,84W,https://www.flipkart.com/vu-gloled-108-cm-43-inch-ultra-hd-4k-led-smart-google-tv-dj-subwoofer-84w/p/itm65f2925757d94?pid=TVSGJKC9TUSZ2DHS&lid=LSTTVSGJKC9TUSZ2DHSYRCHBF&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSGJKC9TUSZ2DHS.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
OnePlus U1S 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Far field and Dolby Audio  (55UC1A00),"₹40,799",4.4,55UC1A00, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),139 cm (55 inch),LED,Black,16 GB,2G,No value available,Cortex-A55 x 4,"Ultra HD (4K), 3840 x 2160",No value available,"AC 100 - 240 V, 50/60 Hz",60 Hz,30 W,https://www.flipkart.com/oneplus-u1s-139-cm-55-inch-ultra-hd-4k-led-smart-android-tv-far-field-dolby-audio/p/itmf1c99185dba18?pid=TVSG3E9AAUPVGH3Z&lid=LSTTVSG3E9AAUPVGH3Z0BBCX4&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=f4baed0c-f8f0-437d-a7ec-6eef8e13c5c2.TVSG3E9AAUPVGH3Z.SEARCH&ppt=None&ppn=None&ssid=nqnb6l7oog0000001682786164894&qH=080099968ecb406f
